sha,commit/committer/date,commit/message,committer/login,committer/id,InsertQuery,,,,,
045e054d374d12ba016f081880bfd0dcbdd713c8,2016-04-07T18:26:21Z,April Readme,yemao616,16628107,"INSERT INTO COMMIT(COMMIT_ID,COMMIT_USER_ID,COMMIT_USER_NAME,COMMIT_TIMESTAMP,COMMIT_DESC) values (",);,',",","','","INSERT INTO COMMIT(COMMIT_ID,COMMIT_USER_ID,COMMIT_USER_NAME,COMMIT_TIMESTAMP,COMMIT_DESC) values ('045e054d374d12ba016f081880bfd0dcbdd713c8','16628107','yemao616','2016-04-07T18:26:21Z','April Readme');"
f059147f40e9798dee4571a944a34ea4929af6ab,2016-04-07T18:16:08Z,delete idea file,sju88,16637176,"INSERT INTO COMMIT(COMMIT_ID,COMMIT_USER_ID,COMMIT_USER_NAME,COMMIT_TIMESTAMP,COMMIT_DESC) values (",);,',",","','","INSERT INTO COMMIT(COMMIT_ID,COMMIT_USER_ID,COMMIT_USER_NAME,COMMIT_TIMESTAMP,COMMIT_DESC) values ('f059147f40e9798dee4571a944a34ea4929af6ab','16637176','sju88','2016-04-07T18:16:08Z','delete idea file');"
ec56de3fc18ba0ba4dd0da937d030bdc40946aef,2016-04-07T18:14:20Z,Delete Solutions,yemao616,16628107,"INSERT INTO COMMIT(COMMIT_ID,COMMIT_USER_ID,COMMIT_USER_NAME,COMMIT_TIMESTAMP,COMMIT_DESC) values (",);,',",","','","INSERT INTO COMMIT(COMMIT_ID,COMMIT_USER_ID,COMMIT_USER_NAME,COMMIT_TIMESTAMP,COMMIT_DESC) values ('ec56de3fc18ba0ba4dd0da937d030bdc40946aef','16628107','yemao616','2016-04-07T18:14:20Z','Delete Solutions');"
5f82271f7bae3945bbfff51b5cfa4a5f804ba785,2016-04-07T18:13:41Z,April Readme,yemao616,16628107,"INSERT INTO COMMIT(COMMIT_ID,COMMIT_USER_ID,COMMIT_USER_NAME,COMMIT_TIMESTAMP,COMMIT_DESC) values (",);,',",","','","INSERT INTO COMMIT(COMMIT_ID,COMMIT_USER_ID,COMMIT_USER_NAME,COMMIT_TIMESTAMP,COMMIT_DESC) values ('5f82271f7bae3945bbfff51b5cfa4a5f804ba785','16628107','yemao616','2016-04-07T18:13:41Z','April Readme');"
6a2a55f9009818d1a9fc78f1211874fef4b5e4b3,2016-04-07T18:09:46Z,Delete hello,yemao616,16628107,"INSERT INTO COMMIT(COMMIT_ID,COMMIT_USER_ID,COMMIT_USER_NAME,COMMIT_TIMESTAMP,COMMIT_DESC) values (",);,',",","','","INSERT INTO COMMIT(COMMIT_ID,COMMIT_USER_ID,COMMIT_USER_NAME,COMMIT_TIMESTAMP,COMMIT_DESC) values ('6a2a55f9009818d1a9fc78f1211874fef4b5e4b3','16628107','yemao616','2016-04-07T18:09:46Z','Delete hello');"
70d4154f9d7f6b37851aa38862fb170373d93c16,2016-04-07T18:09:32Z,Delete Solution,yemao616,16628107,"INSERT INTO COMMIT(COMMIT_ID,COMMIT_USER_ID,COMMIT_USER_NAME,COMMIT_TIMESTAMP,COMMIT_DESC) values (",);,',",","','","INSERT INTO COMMIT(COMMIT_ID,COMMIT_USER_ID,COMMIT_USER_NAME,COMMIT_TIMESTAMP,COMMIT_DESC) values ('70d4154f9d7f6b37851aa38862fb170373d93c16','16628107','yemao616','2016-04-07T18:09:32Z','Delete Solution');"
d7f4fb6bd943dc0516da0ae583603b93877b2b0d,2016-04-07T18:08:59Z,April Readme,yemao616,16628107,"INSERT INTO COMMIT(COMMIT_ID,COMMIT_USER_ID,COMMIT_USER_NAME,COMMIT_TIMESTAMP,COMMIT_DESC) values (",);,',",","','","INSERT INTO COMMIT(COMMIT_ID,COMMIT_USER_ID,COMMIT_USER_NAME,COMMIT_TIMESTAMP,COMMIT_DESC) values ('d7f4fb6bd943dc0516da0ae583603b93877b2b0d','16628107','yemao616','2016-04-07T18:08:59Z','April Readme');"
aa6237291081ede6f8af7c69123f2d2c89614a82,2016-04-07T17:51:27Z,add image,sju88,16637176,"INSERT INTO COMMIT(COMMIT_ID,COMMIT_USER_ID,COMMIT_USER_NAME,COMMIT_TIMESTAMP,COMMIT_DESC) values (",);,',",","','","INSERT INTO COMMIT(COMMIT_ID,COMMIT_USER_ID,COMMIT_USER_NAME,COMMIT_TIMESTAMP,COMMIT_DESC) values ('aa6237291081ede6f8af7c69123f2d2c89614a82','16637176','sju88','2016-04-07T17:51:27Z','add image');"
5f2d8510a7ba93760cdf21087f6da706d3b2db79,2016-04-07T17:49:51Z,edit README,sju88,16637176,"INSERT INTO COMMIT(COMMIT_ID,COMMIT_USER_ID,COMMIT_USER_NAME,COMMIT_TIMESTAMP,COMMIT_DESC) values (",);,',",","','","INSERT INTO COMMIT(COMMIT_ID,COMMIT_USER_ID,COMMIT_USER_NAME,COMMIT_TIMESTAMP,COMMIT_DESC) values ('5f2d8510a7ba93760cdf21087f6da706d3b2db79','16637176','sju88','2016-04-07T17:49:51Z','edit README');"
91db452f72a89dec43b2e687d2812a811abdbcf5,2016-04-07T17:45:00Z,Merge branch \'master\' of https://github.com/arnabsaha1011/mypackse,sju88,16637176,"INSERT INTO COMMIT(COMMIT_ID,COMMIT_USER_ID,COMMIT_USER_NAME,COMMIT_TIMESTAMP,COMMIT_DESC) values (",);,',",","','","INSERT INTO COMMIT(COMMIT_ID,COMMIT_USER_ID,COMMIT_USER_NAME,COMMIT_TIMESTAMP,COMMIT_DESC) values ('91db452f72a89dec43b2e687d2812a811abdbcf5','16637176','sju88','2016-04-07T17:45:00Z','Merge branch \'master\' of https://github.com/arnabsaha1011/mypackse');"
6b93f672971fed61081410affc9e4fba8d48e675,2016-04-07T17:44:18Z,edit solution 2 readme.md,sju88,16637176,"INSERT INTO COMMIT(COMMIT_ID,COMMIT_USER_ID,COMMIT_USER_NAME,COMMIT_TIMESTAMP,COMMIT_DESC) values (",);,',",","','","INSERT INTO COMMIT(COMMIT_ID,COMMIT_USER_ID,COMMIT_USER_NAME,COMMIT_TIMESTAMP,COMMIT_DESC) values ('6b93f672971fed61081410affc9e4fba8d48e675','16637176','sju88','2016-04-07T17:44:18Z','edit solution 2 readme.md');"
4ad187b910103f398c61e3db6c21efc3bd85157f,2016-04-07T17:35:33Z,folder,yemao616,16628107,"INSERT INTO COMMIT(COMMIT_ID,COMMIT_USER_ID,COMMIT_USER_NAME,COMMIT_TIMESTAMP,COMMIT_DESC) values (",);,',",","','","INSERT INTO COMMIT(COMMIT_ID,COMMIT_USER_ID,COMMIT_USER_NAME,COMMIT_TIMESTAMP,COMMIT_DESC) values ('4ad187b910103f398c61e3db6c21efc3bd85157f','16628107','yemao616','2016-04-07T17:35:33Z','folder');"
17fb9764cf5d85416262ad7ac904307a492cb10a,2016-04-07T15:34:33Z,SAWM results,asaha1,13953290,"INSERT INTO COMMIT(COMMIT_ID,COMMIT_USER_ID,COMMIT_USER_NAME,COMMIT_TIMESTAMP,COMMIT_DESC) values (",);,',",","','","INSERT INTO COMMIT(COMMIT_ID,COMMIT_USER_ID,COMMIT_USER_NAME,COMMIT_TIMESTAMP,COMMIT_DESC) values ('17fb9764cf5d85416262ad7ac904307a492cb10a','13953290','asaha1','2016-04-07T15:34:33Z','SAWM results');"
197af8d989bd148e797e276b6f964668bbb74397,2016-04-07T14:43:10Z,fix solution1 readme file,YiqiaoXu-Joe,16145028,"INSERT INTO COMMIT(COMMIT_ID,COMMIT_USER_ID,COMMIT_USER_NAME,COMMIT_TIMESTAMP,COMMIT_DESC) values (",);,',",","','","INSERT INTO COMMIT(COMMIT_ID,COMMIT_USER_ID,COMMIT_USER_NAME,COMMIT_TIMESTAMP,COMMIT_DESC) values ('197af8d989bd148e797e276b6f964668bbb74397','16145028','YiqiaoXu-Joe','2016-04-07T14:43:10Z','fix solution1 readme file');"
8309776e203fc19d4906f152e9599fd6159f37d8,2016-04-07T14:42:17Z,fix solution1 readme file,YiqiaoXu-Joe,16145028,"INSERT INTO COMMIT(COMMIT_ID,COMMIT_USER_ID,COMMIT_USER_NAME,COMMIT_TIMESTAMP,COMMIT_DESC) values (",);,',",","','","INSERT INTO COMMIT(COMMIT_ID,COMMIT_USER_ID,COMMIT_USER_NAME,COMMIT_TIMESTAMP,COMMIT_DESC) values ('8309776e203fc19d4906f152e9599fd6159f37d8','16145028','YiqiaoXu-Joe','2016-04-07T14:42:17Z','fix solution1 readme file');"
72d2c225d0a93b9b598ffc54bc9e01d01c733436,2016-04-07T14:40:07Z,edit solution1 readme file,YiqiaoXu-Joe,16145028,"INSERT INTO COMMIT(COMMIT_ID,COMMIT_USER_ID,COMMIT_USER_NAME,COMMIT_TIMESTAMP,COMMIT_DESC) values (",);,',",","','","INSERT INTO COMMIT(COMMIT_ID,COMMIT_USER_ID,COMMIT_USER_NAME,COMMIT_TIMESTAMP,COMMIT_DESC) values ('72d2c225d0a93b9b598ffc54bc9e01d01c733436','16145028','YiqiaoXu-Joe','2016-04-07T14:40:07Z','edit solution1 readme file');"
6c40d3b4b69d17361b2f10ae8d21e4b58506690f,2016-04-07T04:16:04Z,presentation,asaha1,13953290,"INSERT INTO COMMIT(COMMIT_ID,COMMIT_USER_ID,COMMIT_USER_NAME,COMMIT_TIMESTAMP,COMMIT_DESC) values (",);,',",","','","INSERT INTO COMMIT(COMMIT_ID,COMMIT_USER_ID,COMMIT_USER_NAME,COMMIT_TIMESTAMP,COMMIT_DESC) values ('6c40d3b4b69d17361b2f10ae8d21e4b58506690f','13953290','asaha1','2016-04-07T04:16:04Z','presentation');"
9d68a7dc0a4edfa5aa2d6045465a1dc4dca47447,2016-04-07T04:11:33Z,Changing folder structure,asaha1,13953290,"INSERT INTO COMMIT(COMMIT_ID,COMMIT_USER_ID,COMMIT_USER_NAME,COMMIT_TIMESTAMP,COMMIT_DESC) values (",);,',",","','","INSERT INTO COMMIT(COMMIT_ID,COMMIT_USER_ID,COMMIT_USER_NAME,COMMIT_TIMESTAMP,COMMIT_DESC) values ('9d68a7dc0a4edfa5aa2d6045465a1dc4dca47447','13953290','asaha1','2016-04-07T04:11:33Z','Changing folder structure');"
701adbb29fcd5c1aca5797090b5c7255a7babb11,2016-04-07T00:39:40Z,Read me file,asaha1,13953290,"INSERT INTO COMMIT(COMMIT_ID,COMMIT_USER_ID,COMMIT_USER_NAME,COMMIT_TIMESTAMP,COMMIT_DESC) values (",);,',",","','","INSERT INTO COMMIT(COMMIT_ID,COMMIT_USER_ID,COMMIT_USER_NAME,COMMIT_TIMESTAMP,COMMIT_DESC) values ('701adbb29fcd5c1aca5797090b5c7255a7babb11','13953290','asaha1','2016-04-07T00:39:40Z','Read me file');"
fb7d9aaf4e23566befa655c14b7dbb1fc7427e84,2016-04-07T00:31:28Z,Read me file,asaha1,13953290,"INSERT INTO COMMIT(COMMIT_ID,COMMIT_USER_ID,COMMIT_USER_NAME,COMMIT_TIMESTAMP,COMMIT_DESC) values (",);,',",","','","INSERT INTO COMMIT(COMMIT_ID,COMMIT_USER_ID,COMMIT_USER_NAME,COMMIT_TIMESTAMP,COMMIT_DESC) values ('fb7d9aaf4e23566befa655c14b7dbb1fc7427e84','13953290','asaha1','2016-04-07T00:31:28Z','Read me file');"
e8a87b2a0861f040d76185410ae4115462bce4b6,2016-04-06T23:35:38Z,Added user data file,asaha1,13953290,"INSERT INTO COMMIT(COMMIT_ID,COMMIT_USER_ID,COMMIT_USER_NAME,COMMIT_TIMESTAMP,COMMIT_DESC) values (",);,',",","','","INSERT INTO COMMIT(COMMIT_ID,COMMIT_USER_ID,COMMIT_USER_NAME,COMMIT_TIMESTAMP,COMMIT_DESC) values ('e8a87b2a0861f040d76185410ae4115462bce4b6','13953290','asaha1','2016-04-06T23:35:38Z','Added user data file');"
26d26b4996058e13c106b8f7fb912a1741753dd7,2016-04-06T16:47:06Z,readme s for april and may,asaha1,13953290,"INSERT INTO COMMIT(COMMIT_ID,COMMIT_USER_ID,COMMIT_USER_NAME,COMMIT_TIMESTAMP,COMMIT_DESC) values (",);,',",","','","INSERT INTO COMMIT(COMMIT_ID,COMMIT_USER_ID,COMMIT_USER_NAME,COMMIT_TIMESTAMP,COMMIT_DESC) values ('26d26b4996058e13c106b8f7fb912a1741753dd7','13953290','asaha1','2016-04-06T16:47:06Z','readme s for april and may');"
ced40d76dbea2a1e9f77e89f18369f10c1e11d03,2016-04-06T16:45:02Z,"Boxplots, t-tests and anova",asaha1,13953290,"INSERT INTO COMMIT(COMMIT_ID,COMMIT_USER_ID,COMMIT_USER_NAME,COMMIT_TIMESTAMP,COMMIT_DESC) values (",);,',",","','","INSERT INTO COMMIT(COMMIT_ID,COMMIT_USER_ID,COMMIT_USER_NAME,COMMIT_TIMESTAMP,COMMIT_DESC) values ('ced40d76dbea2a1e9f77e89f18369f10c1e11d03','13953290','asaha1','2016-04-06T16:45:02Z','Boxplots, t-tests and anova');"
f6af8935cce3c01d0e4652c73058c83a0eb55ad2,2016-04-05T20:45:41Z,Merge branch \'master\' of https://github.com/arnabsaha1011/mypackse,YiqiaoXu-Joe,16145028,"INSERT INTO COMMIT(COMMIT_ID,COMMIT_USER_ID,COMMIT_USER_NAME,COMMIT_TIMESTAMP,COMMIT_DESC) values (",);,',",","','","INSERT INTO COMMIT(COMMIT_ID,COMMIT_USER_ID,COMMIT_USER_NAME,COMMIT_TIMESTAMP,COMMIT_DESC) values ('f6af8935cce3c01d0e4652c73058c83a0eb55ad2','16145028','YiqiaoXu-Joe','2016-04-05T20:45:41Z','Merge branch \'master\' of https://github.com/arnabsaha1011/mypackse');"
1a0f792938c179cfeb5a36b2a76294452b3f2e46,2016-04-05T20:45:26Z,done,YiqiaoXu-Joe,16145028,"INSERT INTO COMMIT(COMMIT_ID,COMMIT_USER_ID,COMMIT_USER_NAME,COMMIT_TIMESTAMP,COMMIT_DESC) values (",);,',",","','","INSERT INTO COMMIT(COMMIT_ID,COMMIT_USER_ID,COMMIT_USER_NAME,COMMIT_TIMESTAMP,COMMIT_DESC) values ('1a0f792938c179cfeb5a36b2a76294452b3f2e46','16145028','YiqiaoXu-Joe','2016-04-05T20:45:26Z','done');"
58b8be31e7f31a85e441a8efc8d5da9bb7fc555e,2016-04-04T02:54:56Z,modify solution 2,sju88,16637176,"INSERT INTO COMMIT(COMMIT_ID,COMMIT_USER_ID,COMMIT_USER_NAME,COMMIT_TIMESTAMP,COMMIT_DESC) values (",);,',",","','","INSERT INTO COMMIT(COMMIT_ID,COMMIT_USER_ID,COMMIT_USER_NAME,COMMIT_TIMESTAMP,COMMIT_DESC) values ('58b8be31e7f31a85e441a8efc8d5da9bb7fc555e','16637176','sju88','2016-04-04T02:54:56Z','modify solution 2');"
c406affa9df8b1b26a5c1a28e1c2af63cc221e6f,2016-04-04T00:22:23Z,Merge branch \'master\' of https://github.com/arnabsaha1011/mypackse,YiqiaoXu-Joe,16145028,"INSERT INTO COMMIT(COMMIT_ID,COMMIT_USER_ID,COMMIT_USER_NAME,COMMIT_TIMESTAMP,COMMIT_DESC) values (",);,',",","','","INSERT INTO COMMIT(COMMIT_ID,COMMIT_USER_ID,COMMIT_USER_NAME,COMMIT_TIMESTAMP,COMMIT_DESC) values ('c406affa9df8b1b26a5c1a28e1c2af63cc221e6f','16145028','YiqiaoXu-Joe','2016-04-04T00:22:23Z','Merge branch \'master\' of https://github.com/arnabsaha1011/mypackse');"
ea9d24e000435312e7bce4047e75024cbb3b37f0,2016-04-04T00:22:16Z,small things fixed,YiqiaoXu-Joe,16145028,"INSERT INTO COMMIT(COMMIT_ID,COMMIT_USER_ID,COMMIT_USER_NAME,COMMIT_TIMESTAMP,COMMIT_DESC) values (",);,',",","','","INSERT INTO COMMIT(COMMIT_ID,COMMIT_USER_ID,COMMIT_USER_NAME,COMMIT_TIMESTAMP,COMMIT_DESC) values ('ea9d24e000435312e7bce4047e75024cbb3b37f0','16145028','YiqiaoXu-Joe','2016-04-04T00:22:16Z','small things fixed');"
500e0a96ce577993adb1a899883dcf35bdf1b41d,2016-04-03T21:58:29Z,Create Post Survey,asaha1,13953290,"INSERT INTO COMMIT(COMMIT_ID,COMMIT_USER_ID,COMMIT_USER_NAME,COMMIT_TIMESTAMP,COMMIT_DESC) values (",);,',",","','","INSERT INTO COMMIT(COMMIT_ID,COMMIT_USER_ID,COMMIT_USER_NAME,COMMIT_TIMESTAMP,COMMIT_DESC) values ('500e0a96ce577993adb1a899883dcf35bdf1b41d','13953290','asaha1','2016-04-03T21:58:29Z','Create Post Survey');"
5861e144202e69ff28713ee33a34b2f867f96ecd,2016-04-03T16:47:31Z,Update User test for 3 solutions,asaha1,13953290,"INSERT INTO COMMIT(COMMIT_ID,COMMIT_USER_ID,COMMIT_USER_NAME,COMMIT_TIMESTAMP,COMMIT_DESC) values (",);,',",","','","INSERT INTO COMMIT(COMMIT_ID,COMMIT_USER_ID,COMMIT_USER_NAME,COMMIT_TIMESTAMP,COMMIT_DESC) values ('5861e144202e69ff28713ee33a34b2f867f96ecd','13953290','asaha1','2016-04-03T16:47:31Z','Update User test for 3 solutions');"
175b04670bd62e59323843e2dce6578dc869f74f,2016-04-03T07:08:48Z,done,YiqiaoXu-Joe,16145028,"INSERT INTO COMMIT(COMMIT_ID,COMMIT_USER_ID,COMMIT_USER_NAME,COMMIT_TIMESTAMP,COMMIT_DESC) values (",);,',",","','","INSERT INTO COMMIT(COMMIT_ID,COMMIT_USER_ID,COMMIT_USER_NAME,COMMIT_TIMESTAMP,COMMIT_DESC) values ('175b04670bd62e59323843e2dce6578dc869f74f','16145028','YiqiaoXu-Joe','2016-04-03T07:08:48Z','done');"
d679b685c6aa9d20f01f1693084d6bc12077d55d,2016-04-03T06:51:05Z,function done,YiqiaoXu-Joe,16145028,"INSERT INTO COMMIT(COMMIT_ID,COMMIT_USER_ID,COMMIT_USER_NAME,COMMIT_TIMESTAMP,COMMIT_DESC) values (",);,',",","','","INSERT INTO COMMIT(COMMIT_ID,COMMIT_USER_ID,COMMIT_USER_NAME,COMMIT_TIMESTAMP,COMMIT_DESC) values ('d679b685c6aa9d20f01f1693084d6bc12077d55d','16145028','YiqiaoXu-Joe','2016-04-03T06:51:05Z','function done');"
82a8f3d82b70ec8a5f48f904ec23cbabd7cabb1a,2016-04-02T03:18:06Z,solution1 version2,sju88,16637176,"INSERT INTO COMMIT(COMMIT_ID,COMMIT_USER_ID,COMMIT_USER_NAME,COMMIT_TIMESTAMP,COMMIT_DESC) values (",);,',",","','","INSERT INTO COMMIT(COMMIT_ID,COMMIT_USER_ID,COMMIT_USER_NAME,COMMIT_TIMESTAMP,COMMIT_DESC) values ('82a8f3d82b70ec8a5f48f904ec23cbabd7cabb1a','16637176','sju88','2016-04-02T03:18:06Z','solution1 version2');"
b988ad697e23bb155b98e8512ebff56328159f3a,2016-04-02T02:12:40Z,Update User test for 3 solutions,yemao616,16628107,"INSERT INTO COMMIT(COMMIT_ID,COMMIT_USER_ID,COMMIT_USER_NAME,COMMIT_TIMESTAMP,COMMIT_DESC) values (",);,',",","','","INSERT INTO COMMIT(COMMIT_ID,COMMIT_USER_ID,COMMIT_USER_NAME,COMMIT_TIMESTAMP,COMMIT_DESC) values ('b988ad697e23bb155b98e8512ebff56328159f3a','16628107','yemao616','2016-04-02T02:12:40Z','Update User test for 3 solutions');"
facd0bc8ed54a5e6aa1396e3ac963f1cc24071f6,2016-04-02T02:11:47Z,update user test,yemao616,16628107,"INSERT INTO COMMIT(COMMIT_ID,COMMIT_USER_ID,COMMIT_USER_NAME,COMMIT_TIMESTAMP,COMMIT_DESC) values (",);,',",","','","INSERT INTO COMMIT(COMMIT_ID,COMMIT_USER_ID,COMMIT_USER_NAME,COMMIT_TIMESTAMP,COMMIT_DESC) values ('facd0bc8ed54a5e6aa1396e3ac963f1cc24071f6','16628107','yemao616','2016-04-02T02:11:47Z','update user test');"
20af8e01142c05f58e82f7999a76a2afd146f62f,2016-04-02T02:10:37Z,update user test,yemao616,16628107,"INSERT INTO COMMIT(COMMIT_ID,COMMIT_USER_ID,COMMIT_USER_NAME,COMMIT_TIMESTAMP,COMMIT_DESC) values (",);,',",","','","INSERT INTO COMMIT(COMMIT_ID,COMMIT_USER_ID,COMMIT_USER_NAME,COMMIT_TIMESTAMP,COMMIT_DESC) values ('20af8e01142c05f58e82f7999a76a2afd146f62f','16628107','yemao616','2016-04-02T02:10:37Z','update user test');"
5f2d29ebdaf49ae6759ae35c312f8fe74c8ac576,2016-04-02T02:09:50Z,update user test,yemao616,16628107,"INSERT INTO COMMIT(COMMIT_ID,COMMIT_USER_ID,COMMIT_USER_NAME,COMMIT_TIMESTAMP,COMMIT_DESC) values (",);,',",","','","INSERT INTO COMMIT(COMMIT_ID,COMMIT_USER_ID,COMMIT_USER_NAME,COMMIT_TIMESTAMP,COMMIT_DESC) values ('5f2d29ebdaf49ae6759ae35c312f8fe74c8ac576','16628107','yemao616','2016-04-02T02:09:50Z','update user test');"
cf605df5a5d07ed3f93facf7b0588c99cf72624e,2016-04-02T02:08:44Z,Delete SE User test .pdf,yemao616,16628107,"INSERT INTO COMMIT(COMMIT_ID,COMMIT_USER_ID,COMMIT_USER_NAME,COMMIT_TIMESTAMP,COMMIT_DESC) values (",);,',",","','","INSERT INTO COMMIT(COMMIT_ID,COMMIT_USER_ID,COMMIT_USER_NAME,COMMIT_TIMESTAMP,COMMIT_DESC) values ('cf605df5a5d07ed3f93facf7b0588c99cf72624e','16628107','yemao616','2016-04-02T02:08:44Z','Delete SE User test .pdf');"
f8937162770b2a8cd33a0f93a08aec2b122e3516,2016-04-02T02:07:49Z,update user test,yemao616,16628107,"INSERT INTO COMMIT(COMMIT_ID,COMMIT_USER_ID,COMMIT_USER_NAME,COMMIT_TIMESTAMP,COMMIT_DESC) values (",);,',",","','","INSERT INTO COMMIT(COMMIT_ID,COMMIT_USER_ID,COMMIT_USER_NAME,COMMIT_TIMESTAMP,COMMIT_DESC) values ('f8937162770b2a8cd33a0f93a08aec2b122e3516','16628107','yemao616','2016-04-02T02:07:49Z','update user test');"
456d2336052576b1566fcf436d7b6533d75d5042,2016-04-02T02:02:24Z,solution1 version 1,sju88,16637176,"INSERT INTO COMMIT(COMMIT_ID,COMMIT_USER_ID,COMMIT_USER_NAME,COMMIT_TIMESTAMP,COMMIT_DESC) values (",);,',",","','","INSERT INTO COMMIT(COMMIT_ID,COMMIT_USER_ID,COMMIT_USER_NAME,COMMIT_TIMESTAMP,COMMIT_DESC) values ('456d2336052576b1566fcf436d7b6533d75d5042','16637176','sju88','2016-04-02T02:02:24Z','solution1 version 1');"
cebf45bc257280116ac013bb549a33460579b8a9,2016-04-02T01:44:28Z,Delete SE User test .pdf,yemao616,16628107,"INSERT INTO COMMIT(COMMIT_ID,COMMIT_USER_ID,COMMIT_USER_NAME,COMMIT_TIMESTAMP,COMMIT_DESC) values (",);,',",","','","INSERT INTO COMMIT(COMMIT_ID,COMMIT_USER_ID,COMMIT_USER_NAME,COMMIT_TIMESTAMP,COMMIT_DESC) values ('cebf45bc257280116ac013bb549a33460579b8a9','16628107','yemao616','2016-04-02T01:44:28Z','Delete SE User test .pdf');"
0ff54ef9738fe1c05263267a7b553278677f1592,2016-04-02T00:10:34Z,almost finished,sju88,16637176,"INSERT INTO COMMIT(COMMIT_ID,COMMIT_USER_ID,COMMIT_USER_NAME,COMMIT_TIMESTAMP,COMMIT_DESC) values (",);,',",","','","INSERT INTO COMMIT(COMMIT_ID,COMMIT_USER_ID,COMMIT_USER_NAME,COMMIT_TIMESTAMP,COMMIT_DESC) values ('0ff54ef9738fe1c05263267a7b553278677f1592','16637176','sju88','2016-04-02T00:10:34Z','almost finished');"
7729c3c93b13323cbfc3b221dcbd615e50c4052b,2016-04-01T20:01:43Z,update user test,yemao616,16628107,"INSERT INTO COMMIT(COMMIT_ID,COMMIT_USER_ID,COMMIT_USER_NAME,COMMIT_TIMESTAMP,COMMIT_DESC) values (",);,',",","','","INSERT INTO COMMIT(COMMIT_ID,COMMIT_USER_ID,COMMIT_USER_NAME,COMMIT_TIMESTAMP,COMMIT_DESC) values ('7729c3c93b13323cbfc3b221dcbd615e50c4052b','16628107','yemao616','2016-04-01T20:01:43Z','update user test');"
388f031088a0cc692b0c32d58eccfa6502630b40,2016-04-01T19:59:18Z,update user test,yemao616,16628107,"INSERT INTO COMMIT(COMMIT_ID,COMMIT_USER_ID,COMMIT_USER_NAME,COMMIT_TIMESTAMP,COMMIT_DESC) values (",);,',",","','","INSERT INTO COMMIT(COMMIT_ID,COMMIT_USER_ID,COMMIT_USER_NAME,COMMIT_TIMESTAMP,COMMIT_DESC) values ('388f031088a0cc692b0c32d58eccfa6502630b40','16628107','yemao616','2016-04-01T19:59:18Z','update user test');"
e18f53bb85a2dc65b2861398a6072bd909f1275a,2016-04-01T19:13:21Z,implement travel time calc function,sju88,16637176,"INSERT INTO COMMIT(COMMIT_ID,COMMIT_USER_ID,COMMIT_USER_NAME,COMMIT_TIMESTAMP,COMMIT_DESC) values (",);,',",","','","INSERT INTO COMMIT(COMMIT_ID,COMMIT_USER_ID,COMMIT_USER_NAME,COMMIT_TIMESTAMP,COMMIT_DESC) values ('e18f53bb85a2dc65b2861398a6072bd909f1275a','16637176','sju88','2016-04-01T19:13:21Z','implement travel time calc function');"
131294d106213ae214b0cf7064effaaa4fabd2d0,2016-04-01T19:03:00Z,Update User test for 3 solutions,yemao616,16628107,"INSERT INTO COMMIT(COMMIT_ID,COMMIT_USER_ID,COMMIT_USER_NAME,COMMIT_TIMESTAMP,COMMIT_DESC) values (",);,',",","','","INSERT INTO COMMIT(COMMIT_ID,COMMIT_USER_ID,COMMIT_USER_NAME,COMMIT_TIMESTAMP,COMMIT_DESC) values ('131294d106213ae214b0cf7064effaaa4fabd2d0','16628107','yemao616','2016-04-01T19:03:00Z','Update User test for 3 solutions');"
479081e9e312c52eb519d6b411e1d88025b706b7,2016-04-01T19:00:57Z,Update User test for 3 solutions,yemao616,16628107,"INSERT INTO COMMIT(COMMIT_ID,COMMIT_USER_ID,COMMIT_USER_NAME,COMMIT_TIMESTAMP,COMMIT_DESC) values (",);,',",","','","INSERT INTO COMMIT(COMMIT_ID,COMMIT_USER_ID,COMMIT_USER_NAME,COMMIT_TIMESTAMP,COMMIT_DESC) values ('479081e9e312c52eb519d6b411e1d88025b706b7','16628107','yemao616','2016-04-01T19:00:57Z','Update User test for 3 solutions');"
3010d8e58f68e4d9729c6f712f66a3cde6446cf4,2016-04-01T18:58:41Z,make source code readable and store lonlat of select place in a array for derection and list,YiqiaoXu-Joe,16145028,"INSERT INTO COMMIT(COMMIT_ID,COMMIT_USER_ID,COMMIT_USER_NAME,COMMIT_TIMESTAMP,COMMIT_DESC) values (",);,',",","','","INSERT INTO COMMIT(COMMIT_ID,COMMIT_USER_ID,COMMIT_USER_NAME,COMMIT_TIMESTAMP,COMMIT_DESC) values ('3010d8e58f68e4d9729c6f712f66a3cde6446cf4','16145028','YiqiaoXu-Joe','2016-04-01T18:58:41Z','make source code readable and store lonlat of select place in a array for derection and list');"
882ccc2ef95e750828ecdbebde5a53a12f860741,2016-04-01T13:13:22Z,add path time function,sju88,16637176,"INSERT INTO COMMIT(COMMIT_ID,COMMIT_USER_ID,COMMIT_USER_NAME,COMMIT_TIMESTAMP,COMMIT_DESC) values (",);,',",","','","INSERT INTO COMMIT(COMMIT_ID,COMMIT_USER_ID,COMMIT_USER_NAME,COMMIT_TIMESTAMP,COMMIT_DESC) values ('882ccc2ef95e750828ecdbebde5a53a12f860741','16637176','sju88','2016-04-01T13:13:22Z','add path time function');"
