sha,commit/committer/date,commit/message,committer/login,committer/id,InsertQuery,,,,,
b0a77d7566df9dc6a97bb6e4242e31b4fd87dd63,2016-01-31T21:52:41Z,Structuring the folders and adding the feb 1 project,asaha1,13953290,"INSERT INTO COMMIT(COMMIT_ID,COMMIT_USER_ID,COMMIT_USER_NAME,COMMIT_TIMESTAMP,COMMIT_DESC) values (",);,',",","','","INSERT INTO COMMIT(COMMIT_ID,COMMIT_USER_ID,COMMIT_USER_NAME,COMMIT_TIMESTAMP,COMMIT_DESC) values ('b0a77d7566df9dc6a97bb6e4242e31b4fd87dd63','13953290','asaha1','2016-01-31T21:52:41Z','Structuring the folders and adding the feb 1 project');"
3ec0d9e9b7f93df868c902fda79499c9f357c55b,2016-01-31T21:11:04Z,few changes,asaha1,13953290,"INSERT INTO COMMIT(COMMIT_ID,COMMIT_USER_ID,COMMIT_USER_NAME,COMMIT_TIMESTAMP,COMMIT_DESC) values (",);,',",","','","INSERT INTO COMMIT(COMMIT_ID,COMMIT_USER_ID,COMMIT_USER_NAME,COMMIT_TIMESTAMP,COMMIT_DESC) values ('3ec0d9e9b7f93df868c902fda79499c9f357c55b','13953290','asaha1','2016-01-31T21:11:04Z','few changes');"
9ba961325c5b82551a26ee5e653511133d41b1c3,2016-01-31T21:07:32Z,eh,asaha1,13953290,"INSERT INTO COMMIT(COMMIT_ID,COMMIT_USER_ID,COMMIT_USER_NAME,COMMIT_TIMESTAMP,COMMIT_DESC) values (",);,',",","','","INSERT INTO COMMIT(COMMIT_ID,COMMIT_USER_ID,COMMIT_USER_NAME,COMMIT_TIMESTAMP,COMMIT_DESC) values ('9ba961325c5b82551a26ee5e653511133d41b1c3','13953290','asaha1','2016-01-31T21:07:32Z','eh');"
3512e96d8d7f29c55271c28ac8467fda8da7c947,2016-01-28T21:00:02Z,Update Survey Result,YiqiaoXu-Joe,16145028,"INSERT INTO COMMIT(COMMIT_ID,COMMIT_USER_ID,COMMIT_USER_NAME,COMMIT_TIMESTAMP,COMMIT_DESC) values (",);,',",","','","INSERT INTO COMMIT(COMMIT_ID,COMMIT_USER_ID,COMMIT_USER_NAME,COMMIT_TIMESTAMP,COMMIT_DESC) values ('3512e96d8d7f29c55271c28ac8467fda8da7c947','16145028','YiqiaoXu-Joe','2016-01-28T21:00:02Z','Update Survey Result');"
e322318a01d8819ca841088420db9e89fef78182,2016-01-28T16:00:36Z,Create Survey Result,YiqiaoXu-Joe,16145028,"INSERT INTO COMMIT(COMMIT_ID,COMMIT_USER_ID,COMMIT_USER_NAME,COMMIT_TIMESTAMP,COMMIT_DESC) values (",);,',",","','","INSERT INTO COMMIT(COMMIT_ID,COMMIT_USER_ID,COMMIT_USER_NAME,COMMIT_TIMESTAMP,COMMIT_DESC) values ('e322318a01d8819ca841088420db9e89fef78182','16145028','YiqiaoXu-Joe','2016-01-28T16:00:36Z','Create Survey Result');"
4a9125eb61ab17d58502bb52e9223d5bf6fac239,2016-01-26T18:38:03Z,Create what we can add to the paper,arnabsaha1011,5965776,"INSERT INTO COMMIT(COMMIT_ID,COMMIT_USER_ID,COMMIT_USER_NAME,COMMIT_TIMESTAMP,COMMIT_DESC) values (",);,',",","','","INSERT INTO COMMIT(COMMIT_ID,COMMIT_USER_ID,COMMIT_USER_NAME,COMMIT_TIMESTAMP,COMMIT_DESC) values ('4a9125eb61ab17d58502bb52e9223d5bf6fac239','5965776','arnabsaha1011','2016-01-26T18:38:03Z','Create what we can add to the paper');"
070ab64e75eecb1aeb006dbd68fabb624cc8f1bc,2016-01-19T19:37:17Z,Update SE survey,arnabsaha1011,5965776,"INSERT INTO COMMIT(COMMIT_ID,COMMIT_USER_ID,COMMIT_USER_NAME,COMMIT_TIMESTAMP,COMMIT_DESC) values (",);,',",","','","INSERT INTO COMMIT(COMMIT_ID,COMMIT_USER_ID,COMMIT_USER_NAME,COMMIT_TIMESTAMP,COMMIT_DESC) values ('070ab64e75eecb1aeb006dbd68fabb624cc8f1bc','5965776','arnabsaha1011','2016-01-19T19:37:17Z','Update SE survey');"
97cc79813f4b518b4f28183e43c19b017a20518d,2016-01-18T02:14:55Z,Update SE survey,arnabsaha1011,5965776,"INSERT INTO COMMIT(COMMIT_ID,COMMIT_USER_ID,COMMIT_USER_NAME,COMMIT_TIMESTAMP,COMMIT_DESC) values (",);,',",","','","INSERT INTO COMMIT(COMMIT_ID,COMMIT_USER_ID,COMMIT_USER_NAME,COMMIT_TIMESTAMP,COMMIT_DESC) values ('97cc79813f4b518b4f28183e43c19b017a20518d','5965776','arnabsaha1011','2016-01-18T02:14:55Z','Update SE survey');"
445eb4eada901bc571c6adad539cf55b54007e1d,2016-01-18T02:11:59Z,Create SE survey,arnabsaha1011,5965776,"INSERT INTO COMMIT(COMMIT_ID,COMMIT_USER_ID,COMMIT_USER_NAME,COMMIT_TIMESTAMP,COMMIT_DESC) values (",);,',",","','","INSERT INTO COMMIT(COMMIT_ID,COMMIT_USER_ID,COMMIT_USER_NAME,COMMIT_TIMESTAMP,COMMIT_DESC) values ('445eb4eada901bc571c6adad539cf55b54007e1d','5965776','arnabsaha1011','2016-01-18T02:11:59Z','Create SE survey');"
807bcea9ba62a462c404d77d22bec59ff9662a89,2016-01-18T01:46:21Z,Update Survey,arnabsaha1011,5965776,"INSERT INTO COMMIT(COMMIT_ID,COMMIT_USER_ID,COMMIT_USER_NAME,COMMIT_TIMESTAMP,COMMIT_DESC) values (",);,',",","','","INSERT INTO COMMIT(COMMIT_ID,COMMIT_USER_ID,COMMIT_USER_NAME,COMMIT_TIMESTAMP,COMMIT_DESC) values ('807bcea9ba62a462c404d77d22bec59ff9662a89','5965776','arnabsaha1011','2016-01-18T01:46:21Z','Update Survey');"
41b59bce32ab2cf415c1487360d0691815b78b95,2016-01-18T00:10:56Z,Update Survey,arnabsaha1011,5965776,"INSERT INTO COMMIT(COMMIT_ID,COMMIT_USER_ID,COMMIT_USER_NAME,COMMIT_TIMESTAMP,COMMIT_DESC) values (",);,',",","','","INSERT INTO COMMIT(COMMIT_ID,COMMIT_USER_ID,COMMIT_USER_NAME,COMMIT_TIMESTAMP,COMMIT_DESC) values ('41b59bce32ab2cf415c1487360d0691815b78b95','5965776','arnabsaha1011','2016-01-18T00:10:56Z','Update Survey');"
cd50842e1ca02c4a586117abcb1b0f93390e694b,2016-01-17T23:42:01Z,Update Survey,arnabsaha1011,5965776,"INSERT INTO COMMIT(COMMIT_ID,COMMIT_USER_ID,COMMIT_USER_NAME,COMMIT_TIMESTAMP,COMMIT_DESC) values (",);,',",","','","INSERT INTO COMMIT(COMMIT_ID,COMMIT_USER_ID,COMMIT_USER_NAME,COMMIT_TIMESTAMP,COMMIT_DESC) values ('cd50842e1ca02c4a586117abcb1b0f93390e694b','5965776','arnabsaha1011','2016-01-17T23:42:01Z','Update Survey');"
75f4b2ea81af5ade859ec9589d8d83bd5673fdc6,2016-01-17T21:11:18Z,Update Survey,arnabsaha1011,5965776,"INSERT INTO COMMIT(COMMIT_ID,COMMIT_USER_ID,COMMIT_USER_NAME,COMMIT_TIMESTAMP,COMMIT_DESC) values (",);,',",","','","INSERT INTO COMMIT(COMMIT_ID,COMMIT_USER_ID,COMMIT_USER_NAME,COMMIT_TIMESTAMP,COMMIT_DESC) values ('75f4b2ea81af5ade859ec9589d8d83bd5673fdc6','5965776','arnabsaha1011','2016-01-17T21:11:18Z','Update Survey');"
3df0fe1359a08818e041b54d57584ee934d6dadf,2016-01-17T21:08:03Z,Update Survey,arnabsaha1011,5965776,"INSERT INTO COMMIT(COMMIT_ID,COMMIT_USER_ID,COMMIT_USER_NAME,COMMIT_TIMESTAMP,COMMIT_DESC) values (",);,',",","','","INSERT INTO COMMIT(COMMIT_ID,COMMIT_USER_ID,COMMIT_USER_NAME,COMMIT_TIMESTAMP,COMMIT_DESC) values ('3df0fe1359a08818e041b54d57584ee934d6dadf','5965776','arnabsaha1011','2016-01-17T21:08:03Z','Update Survey');"
d3a444cd6da8f946e02b0a185c256e9f2a3ad22f,2016-01-17T21:04:11Z,Update Survey,arnabsaha1011,5965776,"INSERT INTO COMMIT(COMMIT_ID,COMMIT_USER_ID,COMMIT_USER_NAME,COMMIT_TIMESTAMP,COMMIT_DESC) values (",);,',",","','","INSERT INTO COMMIT(COMMIT_ID,COMMIT_USER_ID,COMMIT_USER_NAME,COMMIT_TIMESTAMP,COMMIT_DESC) values ('d3a444cd6da8f946e02b0a185c256e9f2a3ad22f','5965776','arnabsaha1011','2016-01-17T21:04:11Z','Update Survey');"
f5a43f5668b9b180611e580715bea649cf0594ce,2016-01-17T21:02:54Z,Update Survey,arnabsaha1011,5965776,"INSERT INTO COMMIT(COMMIT_ID,COMMIT_USER_ID,COMMIT_USER_NAME,COMMIT_TIMESTAMP,COMMIT_DESC) values (",);,',",","','","INSERT INTO COMMIT(COMMIT_ID,COMMIT_USER_ID,COMMIT_USER_NAME,COMMIT_TIMESTAMP,COMMIT_DESC) values ('f5a43f5668b9b180611e580715bea649cf0594ce','5965776','arnabsaha1011','2016-01-17T21:02:54Z','Update Survey');"
73bef790dbf19c395f7fb766663599b8f620d57c,2016-01-17T20:48:34Z,Update Survey,arnabsaha1011,5965776,"INSERT INTO COMMIT(COMMIT_ID,COMMIT_USER_ID,COMMIT_USER_NAME,COMMIT_TIMESTAMP,COMMIT_DESC) values (",);,',",","','","INSERT INTO COMMIT(COMMIT_ID,COMMIT_USER_ID,COMMIT_USER_NAME,COMMIT_TIMESTAMP,COMMIT_DESC) values ('73bef790dbf19c395f7fb766663599b8f620d57c','5965776','arnabsaha1011','2016-01-17T20:48:34Z','Update Survey');"
cd38d972088222e220d94a9788f6ed9bca6696c7,2016-01-17T20:47:53Z,Create Survey,arnabsaha1011,5965776,"INSERT INTO COMMIT(COMMIT_ID,COMMIT_USER_ID,COMMIT_USER_NAME,COMMIT_TIMESTAMP,COMMIT_DESC) values (",);,',",","','","INSERT INTO COMMIT(COMMIT_ID,COMMIT_USER_ID,COMMIT_USER_NAME,COMMIT_TIMESTAMP,COMMIT_DESC) values ('cd38d972088222e220d94a9788f6ed9bca6696c7','5965776','arnabsaha1011','2016-01-17T20:47:53Z','Create Survey');"
79e8b430738376131bd83b6b017e063e975cbaf4,2016-01-13T01:15:45Z,Update Idea,arnabsaha1011,5965776,"INSERT INTO COMMIT(COMMIT_ID,COMMIT_USER_ID,COMMIT_USER_NAME,COMMIT_TIMESTAMP,COMMIT_DESC) values (",);,',",","','","INSERT INTO COMMIT(COMMIT_ID,COMMIT_USER_ID,COMMIT_USER_NAME,COMMIT_TIMESTAMP,COMMIT_DESC) values ('79e8b430738376131bd83b6b017e063e975cbaf4','5965776','arnabsaha1011','2016-01-13T01:15:45Z','Update Idea');"
43f912f614f87fed19f1c2fe6632039022326509,2016-01-12T23:45:03Z,Create Idea,arnabsaha1011,5965776,"INSERT INTO COMMIT(COMMIT_ID,COMMIT_USER_ID,COMMIT_USER_NAME,COMMIT_TIMESTAMP,COMMIT_DESC) values (",);,',",","','","INSERT INTO COMMIT(COMMIT_ID,COMMIT_USER_ID,COMMIT_USER_NAME,COMMIT_TIMESTAMP,COMMIT_DESC) values ('43f912f614f87fed19f1c2fe6632039022326509','5965776','arnabsaha1011','2016-01-12T23:45:03Z','Create Idea');"
35621683b4f246cd2f2170b794e4980a1f64d465,2016-01-07T23:33:30Z,Initial commit,arnabsaha1011,5965776,"INSERT INTO COMMIT(COMMIT_ID,COMMIT_USER_ID,COMMIT_USER_NAME,COMMIT_TIMESTAMP,COMMIT_DESC) values (",);,',",","','","INSERT INTO COMMIT(COMMIT_ID,COMMIT_USER_ID,COMMIT_USER_NAME,COMMIT_TIMESTAMP,COMMIT_DESC) values ('35621683b4f246cd2f2170b794e4980a1f64d465','5965776','arnabsaha1011','2016-01-07T23:33:30Z','Initial commit');"
,,,,,,,,,,
46aa179c8962ac805830905b16c7c51bf6c0edcb,2016-04-19T02:59:18Z,Merge branch \'master\' of https://github.com/shivamgulati1991/CSC510-SE-group-i,shivamgulati1991,14206806,"INSERT INTO COMMIT(COMMIT_ID,COMMIT_USER_ID,COMMIT_USER_NAME,COMMIT_TIMESTAMP,COMMIT_DESC) values (",);,',",","','","INSERT INTO COMMIT(COMMIT_ID,COMMIT_USER_ID,COMMIT_USER_NAME,COMMIT_TIMESTAMP,COMMIT_DESC) values ('46aa179c8962ac805830905b16c7c51bf6c0edcb','14206806','shivamgulati1991','2016-04-19T02:59:18Z','Merge branch \'master\' of https://github.com/shivamgulati1991/CSC510-SE-group-i');"
f0be87a40eb05d0e5c046c2c88ef936bcda78e99,2016-04-19T02:58:50Z,pdf of presentation,shivamgulati1991,14206806,"INSERT INTO COMMIT(COMMIT_ID,COMMIT_USER_ID,COMMIT_USER_NAME,COMMIT_TIMESTAMP,COMMIT_DESC) values (",);,',",","','","INSERT INTO COMMIT(COMMIT_ID,COMMIT_USER_ID,COMMIT_USER_NAME,COMMIT_TIMESTAMP,COMMIT_DESC) values ('f0be87a40eb05d0e5c046c2c88ef936bcda78e99','14206806','shivamgulati1991','2016-04-19T02:58:50Z','pdf of presentation');"
d8d5f76eba2fce2e3cd0c7e5a489889132953722,2016-04-08T16:05:50Z,Update README.md,shivamgulati1991,14206806,"INSERT INTO COMMIT(COMMIT_ID,COMMIT_USER_ID,COMMIT_USER_NAME,COMMIT_TIMESTAMP,COMMIT_DESC) values (",);,',",","','","INSERT INTO COMMIT(COMMIT_ID,COMMIT_USER_ID,COMMIT_USER_NAME,COMMIT_TIMESTAMP,COMMIT_DESC) values ('d8d5f76eba2fce2e3cd0c7e5a489889132953722','14206806','shivamgulati1991','2016-04-08T16:05:50Z','Update README.md');"
9696d6dd186cf9965bdb60ae68d99f49b0db3215,2016-04-08T01:21:31Z,Update README.md,shivamgulati1991,14206806,"INSERT INTO COMMIT(COMMIT_ID,COMMIT_USER_ID,COMMIT_USER_NAME,COMMIT_TIMESTAMP,COMMIT_DESC) values (",);,',",","','","INSERT INTO COMMIT(COMMIT_ID,COMMIT_USER_ID,COMMIT_USER_NAME,COMMIT_TIMESTAMP,COMMIT_DESC) values ('9696d6dd186cf9965bdb60ae68d99f49b0db3215','14206806','shivamgulati1991','2016-04-08T01:21:31Z','Update README.md');"
e98438411d7c796184833b398747a73efc056672,2016-04-08T01:19:39Z,added report and presentation,shivamgulati1991,14206806,"INSERT INTO COMMIT(COMMIT_ID,COMMIT_USER_ID,COMMIT_USER_NAME,COMMIT_TIMESTAMP,COMMIT_DESC) values (",);,',",","','","INSERT INTO COMMIT(COMMIT_ID,COMMIT_USER_ID,COMMIT_USER_NAME,COMMIT_TIMESTAMP,COMMIT_DESC) values ('e98438411d7c796184833b398747a73efc056672','14206806','shivamgulati1991','2016-04-08T01:19:39Z','added report and presentation');"
90340821d75e699ac80d950b0d34cc54decaac69,2016-04-03T19:42:42Z,more analytics,shivamgulati1991,14206806,"INSERT INTO COMMIT(COMMIT_ID,COMMIT_USER_ID,COMMIT_USER_NAME,COMMIT_TIMESTAMP,COMMIT_DESC) values (",);,',",","','","INSERT INTO COMMIT(COMMIT_ID,COMMIT_USER_ID,COMMIT_USER_NAME,COMMIT_TIMESTAMP,COMMIT_DESC) values ('90340821d75e699ac80d950b0d34cc54decaac69','14206806','shivamgulati1991','2016-04-03T19:42:42Z','more analytics');"
b7e3b9b9400d0558b50610c5f1db9d927dff3224,2016-03-31T18:51:22Z,code changes to google script,shivamgulati1991,14206806,"INSERT INTO COMMIT(COMMIT_ID,COMMIT_USER_ID,COMMIT_USER_NAME,COMMIT_TIMESTAMP,COMMIT_DESC) values (",);,',",","','","INSERT INTO COMMIT(COMMIT_ID,COMMIT_USER_ID,COMMIT_USER_NAME,COMMIT_TIMESTAMP,COMMIT_DESC) values ('b7e3b9b9400d0558b50610c5f1db9d927dff3224','14206806','shivamgulati1991','2016-03-31T18:51:22Z','code changes to google script');"
0931dfee03a7c78e51e120eed7fc72c79f532a0b,2016-03-04T19:04:36Z,Merge remote-tracking branch \'origin/and\',priysha,16611558,"INSERT INTO COMMIT(COMMIT_ID,COMMIT_USER_ID,COMMIT_USER_NAME,COMMIT_TIMESTAMP,COMMIT_DESC) values (",);,',",","','","INSERT INTO COMMIT(COMMIT_ID,COMMIT_USER_ID,COMMIT_USER_NAME,COMMIT_TIMESTAMP,COMMIT_DESC) values ('0931dfee03a7c78e51e120eed7fc72c79f532a0b','16611558','priysha','2016-03-04T19:04:36Z','Merge remote-tracking branch \'origin/and\'');"
51151d6d699a0274e5272b81a6a17596f74904c2,2016-03-04T18:51:10Z,gerge remote-tracking branch \'origin/JS\',priysha,16611558,"INSERT INTO COMMIT(COMMIT_ID,COMMIT_USER_ID,COMMIT_USER_NAME,COMMIT_TIMESTAMP,COMMIT_DESC) values (",);,',",","','","INSERT INTO COMMIT(COMMIT_ID,COMMIT_USER_ID,COMMIT_USER_NAME,COMMIT_TIMESTAMP,COMMIT_DESC) values ('51151d6d699a0274e5272b81a6a17596f74904c2','16611558','priysha','2016-03-04T18:51:10Z','gerge remote-tracking branch \'origin/JS\'');"
85c8f4dd130d4d5b100077630fad9b54491fbd0a,2016-03-04T04:01:51Z,Update README.md,shivamgulati1991,14206806,"INSERT INTO COMMIT(COMMIT_ID,COMMIT_USER_ID,COMMIT_USER_NAME,COMMIT_TIMESTAMP,COMMIT_DESC) values (",);,',",","','","INSERT INTO COMMIT(COMMIT_ID,COMMIT_USER_ID,COMMIT_USER_NAME,COMMIT_TIMESTAMP,COMMIT_DESC) values ('85c8f4dd130d4d5b100077630fad9b54491fbd0a','14206806','shivamgulati1991','2016-03-04T04:01:51Z','Update README.md');"
bf50b6b0291ba065db69c87cdec6d7f561c6d8e7,2016-03-04T04:01:17Z,Added files via upload,shivamgulati1991,14206806,"INSERT INTO COMMIT(COMMIT_ID,COMMIT_USER_ID,COMMIT_USER_NAME,COMMIT_TIMESTAMP,COMMIT_DESC) values (",);,',",","','","INSERT INTO COMMIT(COMMIT_ID,COMMIT_USER_ID,COMMIT_USER_NAME,COMMIT_TIMESTAMP,COMMIT_DESC) values ('bf50b6b0291ba065db69c87cdec6d7f561c6d8e7','14206806','shivamgulati1991','2016-03-04T04:01:17Z','Added files via upload');"
dacc62032f9479fd3a72a4298223d86696b2872c,2016-03-02T04:19:47Z,outlook integration,priysha,16611558,"INSERT INTO COMMIT(COMMIT_ID,COMMIT_USER_ID,COMMIT_USER_NAME,COMMIT_TIMESTAMP,COMMIT_DESC) values (",);,',",","','","INSERT INTO COMMIT(COMMIT_ID,COMMIT_USER_ID,COMMIT_USER_NAME,COMMIT_TIMESTAMP,COMMIT_DESC) values ('dacc62032f9479fd3a72a4298223d86696b2872c','16611558','priysha','2016-03-02T04:19:47Z','outlook integration');"
b4a7d1bf122a824656ab1d2220b607e12271f5be,2016-03-02T03:42:00Z,Updated links in readme,shivamgulati1991,14206806,"INSERT INTO COMMIT(COMMIT_ID,COMMIT_USER_ID,COMMIT_USER_NAME,COMMIT_TIMESTAMP,COMMIT_DESC) values (",);,',",","','","INSERT INTO COMMIT(COMMIT_ID,COMMIT_USER_ID,COMMIT_USER_NAME,COMMIT_TIMESTAMP,COMMIT_DESC) values ('b4a7d1bf122a824656ab1d2220b607e12271f5be','14206806','shivamgulati1991','2016-03-02T03:42:00Z','Updated links in readme');"
da420394f38d00a035799f610043ec2e510a0d44,2016-03-02T03:39:18Z,Added files via upload,shivamgulati1991,14206806,"INSERT INTO COMMIT(COMMIT_ID,COMMIT_USER_ID,COMMIT_USER_NAME,COMMIT_TIMESTAMP,COMMIT_DESC) values (",);,',",","','","INSERT INTO COMMIT(COMMIT_ID,COMMIT_USER_ID,COMMIT_USER_NAME,COMMIT_TIMESTAMP,COMMIT_DESC) values ('da420394f38d00a035799f610043ec2e510a0d44','14206806','shivamgulati1991','2016-03-02T03:39:18Z','Added files via upload');"
b65ce74d2eb9165617721f3260f062f09cf5cd05,2016-03-02T03:38:03Z,Delete Evaluation.plan.docx,shivamgulati1991,14206806,"INSERT INTO COMMIT(COMMIT_ID,COMMIT_USER_ID,COMMIT_USER_NAME,COMMIT_TIMESTAMP,COMMIT_DESC) values (",);,',",","','","INSERT INTO COMMIT(COMMIT_ID,COMMIT_USER_ID,COMMIT_USER_NAME,COMMIT_TIMESTAMP,COMMIT_DESC) values ('b65ce74d2eb9165617721f3260f062f09cf5cd05','14206806','shivamgulati1991','2016-03-02T03:38:03Z','Delete Evaluation.plan.docx');"
af85c93f96c56249032574cb3b304d47664708a7,2016-03-02T03:37:53Z,Delete Telemetry.docx,shivamgulati1991,14206806,"INSERT INTO COMMIT(COMMIT_ID,COMMIT_USER_ID,COMMIT_USER_NAME,COMMIT_TIMESTAMP,COMMIT_DESC) values (",);,',",","','","INSERT INTO COMMIT(COMMIT_ID,COMMIT_USER_ID,COMMIT_USER_NAME,COMMIT_TIMESTAMP,COMMIT_DESC) values ('af85c93f96c56249032574cb3b304d47664708a7','14206806','shivamgulati1991','2016-03-02T03:37:53Z','Delete Telemetry.docx');"
8b0f510ba5f30bd36efe0392a51cea32450fd637,2016-03-02T03:37:06Z,Added telemetry (sample log) and evaluation plan,shivamgulati1991,14206806,"INSERT INTO COMMIT(COMMIT_ID,COMMIT_USER_ID,COMMIT_USER_NAME,COMMIT_TIMESTAMP,COMMIT_DESC) values (",);,',",","','","INSERT INTO COMMIT(COMMIT_ID,COMMIT_USER_ID,COMMIT_USER_NAME,COMMIT_TIMESTAMP,COMMIT_DESC) values ('8b0f510ba5f30bd36efe0392a51cea32450fd637','14206806','shivamgulati1991','2016-03-02T03:37:06Z','Added telemetry (sample log) and evaluation plan');"
00b6c0fa128ddbbcadddb8deebf4c1edaca72067,2016-03-02T03:19:28Z,Update README.md,shivamgulati1991,14206806,"INSERT INTO COMMIT(COMMIT_ID,COMMIT_USER_ID,COMMIT_USER_NAME,COMMIT_TIMESTAMP,COMMIT_DESC) values (",);,',",","','","INSERT INTO COMMIT(COMMIT_ID,COMMIT_USER_ID,COMMIT_USER_NAME,COMMIT_TIMESTAMP,COMMIT_DESC) values ('00b6c0fa128ddbbcadddb8deebf4c1edaca72067','14206806','shivamgulati1991','2016-03-02T03:19:28Z','Update README.md');"
ff470d21536b6bdc4724c4292e0b912d077b8618,2016-03-02T03:10:51Z,Update README.md,shivamgulati1991,14206806,"INSERT INTO COMMIT(COMMIT_ID,COMMIT_USER_ID,COMMIT_USER_NAME,COMMIT_TIMESTAMP,COMMIT_DESC) values (",);,',",","','","INSERT INTO COMMIT(COMMIT_ID,COMMIT_USER_ID,COMMIT_USER_NAME,COMMIT_TIMESTAMP,COMMIT_DESC) values ('ff470d21536b6bdc4724c4292e0b912d077b8618','14206806','shivamgulati1991','2016-03-02T03:10:51Z','Update README.md');"
97be66e63da1f65184d3f0b7ca641e5a21d4f36b,2016-03-02T00:47:16Z,Merge branch \'and\' of https://github.com/shivamgulati1991/CSC510-SE-group-i into and,nishtha02,11819791,"INSERT INTO COMMIT(COMMIT_ID,COMMIT_USER_ID,COMMIT_USER_NAME,COMMIT_TIMESTAMP,COMMIT_DESC) values (",);,',",","','","INSERT INTO COMMIT(COMMIT_ID,COMMIT_USER_ID,COMMIT_USER_NAME,COMMIT_TIMESTAMP,COMMIT_DESC) values ('97be66e63da1f65184d3f0b7ca641e5a21d4f36b','11819791','nishtha02','2016-03-02T00:47:16Z','Merge branch \'and\' of https://github.com/shivamgulati1991/CSC510-SE-group-i into and');"
c1a63957be82666b7f18deb1085a37c4ded45822,2016-03-02T00:44:54Z,fb login,nishtha02,11819791,"INSERT INTO COMMIT(COMMIT_ID,COMMIT_USER_ID,COMMIT_USER_NAME,COMMIT_TIMESTAMP,COMMIT_DESC) values (",);,',",","','","INSERT INTO COMMIT(COMMIT_ID,COMMIT_USER_ID,COMMIT_USER_NAME,COMMIT_TIMESTAMP,COMMIT_DESC) values ('c1a63957be82666b7f18deb1085a37c4ded45822','11819791','nishtha02','2016-03-02T00:44:54Z','fb login');"
165acc450c2d822c078494ab4044870678589d49,2016-03-01T21:46:28Z,Delete CalendarQuickstart29thFebFinal.zip,shifalijain,13879303,"INSERT INTO COMMIT(COMMIT_ID,COMMIT_USER_ID,COMMIT_USER_NAME,COMMIT_TIMESTAMP,COMMIT_DESC) values (",);,',",","','","INSERT INTO COMMIT(COMMIT_ID,COMMIT_USER_ID,COMMIT_USER_NAME,COMMIT_TIMESTAMP,COMMIT_DESC) values ('165acc450c2d822c078494ab4044870678589d49','13879303','shifalijain','2016-03-01T21:46:28Z','Delete CalendarQuickstart29thFebFinal.zip');"
96ed3a0e3b21b3d2cdfaf16a97defde0b73d4f70,2016-03-01T21:21:53Z,google calendar update,shifalijain,13879303,"INSERT INTO COMMIT(COMMIT_ID,COMMIT_USER_ID,COMMIT_USER_NAME,COMMIT_TIMESTAMP,COMMIT_DESC) values (",);,',",","','","INSERT INTO COMMIT(COMMIT_ID,COMMIT_USER_ID,COMMIT_USER_NAME,COMMIT_TIMESTAMP,COMMIT_DESC) values ('96ed3a0e3b21b3d2cdfaf16a97defde0b73d4f70','13879303','shifalijain','2016-03-01T21:21:53Z','google calendar update');"
6e7b64cd762915058494aa2979ea52c9bd39fe79,2016-03-01T21:12:44Z,function fix for facebook,priysha,16611558,"INSERT INTO COMMIT(COMMIT_ID,COMMIT_USER_ID,COMMIT_USER_NAME,COMMIT_TIMESTAMP,COMMIT_DESC) values (",);,',",","','","INSERT INTO COMMIT(COMMIT_ID,COMMIT_USER_ID,COMMIT_USER_NAME,COMMIT_TIMESTAMP,COMMIT_DESC) values ('6e7b64cd762915058494aa2979ea52c9bd39fe79','16611558','priysha','2016-03-01T21:12:44Z','function fix for facebook');"
0c33fa29aeba41d9ead07d9d2566b3ba604b06be,2016-03-01T07:34:59Z,meetup token access,nishtha02,11819791,"INSERT INTO COMMIT(COMMIT_ID,COMMIT_USER_ID,COMMIT_USER_NAME,COMMIT_TIMESTAMP,COMMIT_DESC) values (",);,',",","','","INSERT INTO COMMIT(COMMIT_ID,COMMIT_USER_ID,COMMIT_USER_NAME,COMMIT_TIMESTAMP,COMMIT_DESC) values ('0c33fa29aeba41d9ead07d9d2566b3ba604b06be','11819791','nishtha02','2016-03-01T07:34:59Z','meetup token access');"
b063e28c4c5cded7422abee94b16bb024f32ee28,2016-03-01T07:32:36Z,meetup1,shifalijain,13879303,"INSERT INTO COMMIT(COMMIT_ID,COMMIT_USER_ID,COMMIT_USER_NAME,COMMIT_TIMESTAMP,COMMIT_DESC) values (",);,',",","','","INSERT INTO COMMIT(COMMIT_ID,COMMIT_USER_ID,COMMIT_USER_NAME,COMMIT_TIMESTAMP,COMMIT_DESC) values ('b063e28c4c5cded7422abee94b16bb024f32ee28','13879303','shifalijain','2016-03-01T07:32:36Z','meetup1');"
729f6a9db40bddca10105dfbe5f73b672aba9a69,2016-03-01T06:35:05Z,layout setup,priysha,16611558,"INSERT INTO COMMIT(COMMIT_ID,COMMIT_USER_ID,COMMIT_USER_NAME,COMMIT_TIMESTAMP,COMMIT_DESC) values (",);,',",","','","INSERT INTO COMMIT(COMMIT_ID,COMMIT_USER_ID,COMMIT_USER_NAME,COMMIT_TIMESTAMP,COMMIT_DESC) values ('729f6a9db40bddca10105dfbe5f73b672aba9a69','16611558','priysha','2016-03-01T06:35:05Z','layout setup');"
