id,actor/login,actor/id,event,created_at,label/name,label/color,issue/id,issue/number
558754501,asaha1,13953290,labeled,2016-02-21T23:49:41Z,enhancement,84b6eb,135277455,16
558753385,asaha1,13953290,closed,2016-02-21T23:48:09Z,,,135277097,15
558752599,asaha1,13953290,milestoned,2016-02-21T23:47:29Z,,,135277097,15
558752598,asaha1,13953290,assigned,2016-02-21T23:47:29Z,,,135277097,15
558706039,yemao616,16628107,labeled,2016-02-21T22:30:10Z,enhancement,84b6eb,135269546,14
553866088,asaha1,13953290,demilestoned,2016-02-17T17:02:51Z,,,132569744,12
553866086,asaha1,13953290,milestoned,2016-02-17T17:02:51Z,,,132569744,12
553865813,asaha1,13953290,demilestoned,2016-02-17T17:02:40Z,,,132569744,12
553865812,asaha1,13953290,milestoned,2016-02-17T17:02:40Z,,,132569744,12
553859306,asaha1,13953290,labeled,2016-02-17T16:58:06Z,question,cc317c,134319521,13
553859305,asaha1,13953290,labeled,2016-02-17T16:58:06Z,enhancement,84b6eb,134319521,13
553859089,asaha1,13953290,milestoned,2016-02-17T16:57:55Z,,,134319521,13
553758120,asaha1,13953290,assigned,2016-02-17T15:54:46Z,,,134319521,13
549676528,asaha1,13953290,labeled,2016-02-14T00:52:10Z,help wanted,159818,132569744,12
549676527,asaha1,13953290,labeled,2016-02-14T00:52:10Z,enhancement,84b6eb,132569744,12
549672516,asaha1,13953290,assigned,2016-02-14T00:30:36Z,,,132569744,12
549672515,yemao616,16628107,unassigned,2016-02-14T00:30:36Z,,,132569744,12
545114509,YiqiaoXu-Joe,16145028,milestoned,2016-02-09T23:44:12Z,,,132569744,12
545114508,yemao616,16628107,assigned,2016-02-09T23:44:12Z,,,132569744,12
545113752,YiqiaoXu-Joe,16145028,milestoned,2016-02-09T23:43:09Z,,,132569582,11
545113751,sju88,16637176,assigned,2016-02-09T23:43:09Z,,,132569582,11
545113067,YiqiaoXu-Joe,16145028,closed,2016-02-09T23:42:09Z,,,131732405,10
541098510,YiqiaoXu-Joe,16145028,assigned,2016-02-05T19:28:52Z,,,131732405,10
541098509,yemao616,16628107,unassigned,2016-02-05T19:28:52Z,,,131732405,10
541098427,yemao616,16628107,assigned,2016-02-05T19:28:48Z,,,131732405,10
541098426,sju88,16637176,unassigned,2016-02-05T19:28:48Z,,,131732405,10
541098368,sju88,16637176,assigned,2016-02-05T19:28:44Z,,,131732405,10
541098143,asaha1,13953290,labeled,2016-02-05T19:28:29Z,help wanted,159818,131732405,10
541098142,asaha1,13953290,labeled,2016-02-05T19:28:29Z,enhancement,84b6eb,131732405,10
541097974,asaha1,13953290,milestoned,2016-02-05T19:28:19Z,,,131732405,10
535960004,asaha1,13953290,closed,2016-02-02T15:10:00Z,,,130070314,9
535959877,asaha1,13953290,closed,2016-02-02T15:09:55Z,,,128972412,5
535959765,asaha1,13953290,closed,2016-02-02T15:09:49Z,,,128972869,6
535959592,asaha1,13953290,closed,2016-02-02T15:09:39Z,,,128974175,7
535959454,asaha1,13953290,closed,2016-02-02T15:09:33Z,,,128974536,8
535959159,asaha1,13953290,milestoned,2016-02-02T15:09:22Z,,,128972412,5
535958960,asaha1,13953290,milestoned,2016-02-02T15:09:14Z,,,128972869,6
535958835,asaha1,13953290,milestoned,2016-02-02T15:09:08Z,,,128974175,7
535958346,asaha1,13953290,milestoned,2016-02-02T15:08:57Z,,,130070314,9
535958162,asaha1,13953290,milestoned,2016-02-02T15:08:50Z,,,126768413,1
535958031,asaha1,13953290,milestoned,2016-02-02T15:08:43Z,,,126768651,2
535957679,asaha1,13953290,milestoned,2016-02-02T15:08:29Z,,,126769025,3
535956196,asaha1,13953290,milestoned,2016-02-02T15:07:14Z,,,128974536,8
535955571,asaha1,13953290,milestoned,2016-02-02T15:06:48Z,,,126769376,4
527293782,arnabsaha1011,5965776,assigned,2016-01-26T23:43:27Z,,,128972869,6
527293710,sju88,16637176,assigned,2016-01-26T23:43:19Z,,,128974536,8
527293211,YiqiaoXu-Joe,16145028,assigned,2016-01-26T23:42:41Z,,,128974175,7
527281621,arnabsaha1011,5965776,renamed,2016-01-26T23:28:49Z,,,128972869,6
527272354,yemao616,16628107,assigned,2016-01-26T23:19:20Z,,,128972412,5
527259616,arnabsaha1011,5965776,closed,2016-01-26T23:05:58Z,,,126769376,4
527259479,arnabsaha1011,5965776,closed,2016-01-26T23:05:51Z,,,126769025,3
527259237,arnabsaha1011,5965776,closed,2016-01-26T23:05:38Z,,,126768651,2
517418237,arnabsaha1011,5965776,closed,2016-01-17T23:29:08Z,,,126768413,1
515606158,arnabsaha1011,5965776,assigned,2016-01-14T23:08:24Z,,,126769376,4
515604405,yemao616,16628107,assigned,2016-01-14T23:06:33Z,,,126769025,3
515602206,YiqiaoXu-Joe,16145028,assigned,2016-01-14T23:03:49Z,,,126768651,2
515600495,sju88,16637176,assigned,2016-01-14T23:02:05Z,,,126768413,1
