url,id,number,title,user/login,user/id,state,assignee/login,assignee/id,milestone/id,milestone/number,comments,created_at,updated_at,closed_at,body
https://api.github.com/repos/arnabsaha1011/mypackse/issues/85,150396325,85,Statistical analysis on the git data,asaha1,13953290,open,asaha1,13953290,1558878,4,0,2016-04-22T15:12:50Z,2016-04-22T15:12:50Z,,
https://api.github.com/repos/arnabsaha1011/mypackse/issues/84,149609587,84,Creating presentation in google sheets,asaha1,13953290,closed,asaha1,13953290,1558878,4,0,2016-04-19T23:17:20Z,2016-04-22T15:12:15Z,2016-04-22T15:12:15Z,
https://api.github.com/repos/arnabsaha1011/mypackse/issues/83,149609405,83,Generate github data and parse it into mysql DB,asaha1,13953290,open,yemao616,16628107,1558878,4,0,2016-04-19T23:16:35Z,2016-04-19T23:16:35Z,,
https://api.github.com/repos/arnabsaha1011/mypackse/issues/82,148497185,82,Timeline bug in soln 3,asaha1,13953290,closed,asaha1,13953290,1558878,4,1,2016-04-14T22:09:23Z,2016-04-15T01:52:11Z,2016-04-15T01:52:11Z,
https://api.github.com/repos/arnabsaha1011/mypackse/issues/81,146148104,81,Solution 2 + Future work + graphs,YiqiaoXu-Joe,16145028,closed,YiqiaoXu-Joe,16145028,1558878,4,0,2016-04-06T00:23:40Z,2016-04-07T04:06:55Z,2016-04-07T04:06:55Z,
https://api.github.com/repos/arnabsaha1011/mypackse/issues/80,146147901,80,Introduction + Preparation + Solution 2 + user test,YiqiaoXu-Joe,16145028,closed,yemao616,16628107,1558878,4,0,2016-04-06T00:22:34Z,2016-04-07T04:06:40Z,2016-04-07T04:06:40Z,
https://api.github.com/repos/arnabsaha1011/mypackse/issues/79,146147711,79,Abstract + Results + Conclusion,YiqiaoXu-Joe,16145028,closed,asaha1,13953290,1558878,4,1,2016-04-06T00:21:29Z,2016-04-08T17:11:25Z,2016-04-08T17:11:25Z,
https://api.github.com/repos/arnabsaha1011/mypackse/issues/78,146136611,78,finish user test on solution 2,sju88,16637176,closed,sju88,16637176,1558875,3,0,2016-04-05T23:24:52Z,2016-04-05T23:24:54Z,2016-04-05T23:24:54Z,
https://api.github.com/repos/arnabsaha1011/mypackse/issues/77,146135883,77,begin user test on April,sju88,16637176,closed,sju88,16637176,1558875,3,0,2016-04-05T23:19:46Z,2016-04-05T23:19:48Z,2016-04-05T23:19:48Z,
https://api.github.com/repos/arnabsaha1011/mypackse/issues/76,146135780,76,fix bugs in solution 2,sju88,16637176,closed,sju88,16637176,1558875,3,0,2016-04-05T23:18:56Z,2016-04-05T23:18:59Z,2016-04-05T23:18:59Z,
https://api.github.com/repos/arnabsaha1011/mypackse/issues/75,146135368,75,add waypoints in the direction,sju88,16637176,closed,sju88,16637176,1558875,3,0,2016-04-05T23:16:46Z,2016-04-05T23:16:49Z,2016-04-05T23:16:49Z,
https://api.github.com/repos/arnabsaha1011/mypackse/issues/74,146134730,74,add time management form,sju88,16637176,closed,sju88,16637176,1558875,3,0,2016-04-05T23:13:30Z,2016-04-05T23:13:37Z,2016-04-05T23:13:37Z,
https://api.github.com/repos/arnabsaha1011/mypackse/issues/73,146134629,73,add nearby restaurant function,sju88,16637176,closed,sju88,16637176,1558875,3,0,2016-04-05T23:12:54Z,2016-04-05T23:12:57Z,2016-04-05T23:12:57Z,
https://api.github.com/repos/arnabsaha1011/mypackse/issues/72,146134246,72,add nearby parking funciton,sju88,16637176,closed,sju88,16637176,1558875,3,0,2016-04-05T23:11:20Z,2016-04-05T23:13:03Z,2016-04-05T23:13:03Z,
https://api.github.com/repos/arnabsaha1011/mypackse/issues/71,146133945,71,calculate drive time,sju88,16637176,closed,sju88,16637176,1558875,3,0,2016-04-05T23:10:12Z,2016-04-05T23:10:16Z,2016-04-05T23:10:16Z,
https://api.github.com/repos/arnabsaha1011/mypackse/issues/70,146133825,70,Collect user tests for solution 2 and 3,asaha1,13953290,closed,yemao616,16628107,1558878,4,2,2016-04-05T23:09:41Z,2016-04-06T18:32:06Z,2016-04-06T18:32:06Z,
https://api.github.com/repos/arnabsaha1011/mypackse/issues/69,146114280,69,Issues in Joe's solution,asaha1,13953290,closed,sju88,16637176,1558878,4,1,2016-04-05T21:48:35Z,2016-04-19T23:15:39Z,2016-04-19T23:15:39Z,"1. Search is not close to the current place2. Search directly whenever the user selects the place from auto complete3. Delete the direction field4. Timeline (Starting time and time spent can be entered above)5. Add remove button"
https://api.github.com/repos/arnabsaha1011/mypackse/issues/68,145712553,68,"Provide drive time and destination from one place to another, and add them in the table to show",YiqiaoXu-Joe,16145028,closed,YiqiaoXu-Joe,16145028,1558878,4,0,2016-04-04T15:08:46Z,2016-04-05T23:22:47Z,2016-04-04T15:09:11Z,For solution 1.
https://api.github.com/repos/arnabsaha1011/mypackse/issues/67,145712114,67,"Add table in solution 1 html, allow user add his destinations",YiqiaoXu-Joe,16145028,closed,YiqiaoXu-Joe,16145028,1558875,3,0,2016-04-04T15:07:04Z,2016-04-06T14:02:42Z,2016-04-04T15:07:18Z,
https://api.github.com/repos/arnabsaha1011/mypackse/issues/66,145711745,66,Provide 'parking' and 'restaurant' as recommend in nearby search,YiqiaoXu-Joe,16145028,closed,YiqiaoXu-Joe,16145028,1558875,3,0,2016-04-04T15:05:57Z,2016-04-06T14:03:14Z,2016-04-04T15:06:01Z,
https://api.github.com/repos/arnabsaha1011/mypackse/issues/65,145711459,65,Add nearby place as one of user's destination,YiqiaoXu-Joe,16145028,closed,YiqiaoXu-Joe,16145028,1558875,3,0,2016-04-04T15:04:47Z,2016-04-06T14:05:16Z,2016-04-04T15:04:51Z,
https://api.github.com/repos/arnabsaha1011/mypackse/issues/64,145710704,64,Add nearby search in solution1,YiqiaoXu-Joe,16145028,closed,YiqiaoXu-Joe,16145028,1558875,3,0,2016-04-04T15:02:03Z,2016-04-06T14:07:06Z,2016-04-04T15:02:07Z,Allow users select a place he searched and search nearby place.
https://api.github.com/repos/arnabsaha1011/mypackse/issues/63,145571823,63,"Collect more data for solution 1,2 and 3",asaha1,13953290,closed,YiqiaoXu-Joe,16145028,1558878,4,1,2016-04-04T03:11:45Z,2016-04-06T23:40:45Z,2016-04-06T23:40:45Z,
https://api.github.com/repos/arnabsaha1011/mypackse/issues/62,145571592,62,Compare the solutions using statistical analysis,asaha1,13953290,closed,asaha1,13953290,1558878,4,1,2016-04-04T03:08:20Z,2016-04-06T23:39:58Z,2016-04-06T23:39:58Z,
https://api.github.com/repos/arnabsaha1011/mypackse/issues/61,145571540,61,start solution 2 ( javascript + html),sju88,16637176,closed,sju88,16637176,1558875,3,0,2016-04-04T03:07:32Z,2016-04-04T03:10:07Z,2016-04-04T03:10:07Z,
https://api.github.com/repos/arnabsaha1011/mypackse/issues/60,144767071,60,Create the user test/survey,asaha1,13953290,closed,yemao616,16628107,1558875,3,0,2016-03-31T01:54:22Z,2016-04-24T21:30:34Z,2016-04-04T03:10:59Z,
https://api.github.com/repos/arnabsaha1011/mypackse/issues/59,144766920,59,What to do?,asaha1,13953290,closed,asaha1,13953290,1558878,4,0,2016-03-31T01:52:53Z,2016-04-15T01:52:27Z,2016-04-15T01:52:27Z,"1. Finish up coding before 1st Apr: 7:00pm2. Meeting up at 7pm 1st Apr3. User survey/test at 7pm 1st Apr4. Discuss the things to write in the paper (Comparisons)5. Do the user test (5 Apr 4pm)6. Start writing the paper (6 Apr)7. Give all the parts to Arnab and compile everything together (7 Apr)"
https://api.github.com/repos/arnabsaha1011/mypackse/issues/58,138544189,58,Parking problem,asaha1,13953290,closed,sju88,16637176,1558875,3,0,2016-03-04T18:11:38Z,2016-04-04T03:10:14Z,2016-04-04T03:10:14Z,
https://api.github.com/repos/arnabsaha1011/mypackse/issues/57,138544120,57,Nearby places,asaha1,13953290,closed,YiqiaoXu-Joe,16145028,1558875,3,0,2016-03-04T18:11:15Z,2016-04-04T03:10:20Z,2016-04-04T03:10:20Z,
https://api.github.com/repos/arnabsaha1011/mypackse/issues/56,138544026,56,Calculate the real time,asaha1,13953290,closed,yemao616,16628107,1558875,3,1,2016-03-04T18:10:34Z,2016-03-21T00:52:59Z,2016-03-21T00:52:59Z,
https://api.github.com/repos/arnabsaha1011/mypackse/issues/55,138294403,55,Learn about android,asaha1,13953290,closed,sju88,16637176,1558875,3,0,2016-03-03T20:54:44Z,2016-04-04T03:10:26Z,2016-04-04T03:10:26Z,
