url,id,number,title,user/login,user/id,state,assignee/login,assignee/id,milestone/id,milestone/number,comments,created_at,updated_at,closed_at,body
https://api.github.com/repos/shivamgulati1991/CSC510-SE-group-i/issues/32,137179109,32,User research form idea for data,shivamgulati1991,14206806,closed,priysha,16611558,1611066,5,0,2016-02-29T08:01:36Z,2016-03-02T03:42:31Z,2016-03-02T03:42:31Z,
https://api.github.com/repos/shivamgulati1991/CSC510-SE-group-i/issues/31,137178929,31,Method collection process and analysis doc,shivamgulati1991,14206806,closed,priysha,16611558,1611066,5,0,2016-02-29T08:00:17Z,2016-03-01T04:05:45Z,2016-03-01T04:05:45Z,
https://api.github.com/repos/shivamgulati1991/CSC510-SE-group-i/issues/30,137132912,30,Fb integration with android ,nishtha02,11819791,closed,nishtha02,11819791,1564280,2,1,2016-02-29T02:37:32Z,2016-03-02T03:42:57Z,2016-03-02T03:42:57Z,
https://api.github.com/repos/shivamgulati1991/CSC510-SE-group-i/issues/29,137120786,29,Get user login email in html ,shivamgulati1991,14206806,closed,shivamgulati1991,14206806,1564280,2,1,2016-02-29T01:07:57Z,2016-02-29T06:02:49Z,2016-02-29T06:02:49Z,Access login details to show user calendar. Currently it shows only for a fixed email.
https://api.github.com/repos/shivamgulati1991/CSC510-SE-group-i/issues/28,137106403,28,Add Google Analytics base to GS,shivamgulati1991,14206806,closed,,,1564280,2,2,2016-02-28T22:43:23Z,2016-02-29T21:41:28Z,2016-02-29T21:41:28Z,
https://api.github.com/repos/shivamgulati1991/CSC510-SE-group-i/issues/27,137009276,27,UI Enhancement for Google Script,priysha,16611558,closed,priysha,16611558,1564280,2,1,2016-02-28T05:30:29Z,2016-03-01T04:05:36Z,2016-03-01T04:05:36Z,
https://api.github.com/repos/shivamgulati1991/CSC510-SE-group-i/issues/26,137009178,26,Enhance custom trigger for more user input,shivamgulati1991,14206806,closed,shivamgulati1991,14206806,1611075,6,1,2016-02-28T05:28:39Z,2016-04-03T19:44:06Z,2016-04-03T19:44:06Z,
https://api.github.com/repos/shivamgulati1991/CSC510-SE-group-i/issues/25,136993651,25,HTML email format for GS,shivamgulati1991,14206806,closed,priysha,16611558,1564280,2,1,2016-02-28T01:59:16Z,2016-02-29T22:36:56Z,2016-02-29T22:36:56Z,Improvements for email formatting for email delivery
https://api.github.com/repos/shivamgulati1991/CSC510-SE-group-i/issues/24,136993327,24,Custom scheduler error ,priysha,16611558,closed,shivamgulati1991,14206806,1564280,2,1,2016-02-28T01:53:17Z,2016-02-28T05:28:13Z,2016-02-28T05:28:13Z,
https://api.github.com/repos/shivamgulati1991/CSC510-SE-group-i/issues/23,136993307,23,Meetup API integration error,shifalijain,13879303,closed,shifalijain,13879303,1564280,2,1,2016-02-28T01:52:48Z,2016-03-02T03:44:50Z,2016-03-02T03:44:50Z,"Working on:http://www.meetup.com/meetup_api/auth/"
https://api.github.com/repos/shivamgulati1991/CSC510-SE-group-i/issues/22,135912793,22,Telemetry,shifalijain,13879303,closed,shifalijain,13879303,1611066,5,2,2016-02-24T00:37:43Z,2016-02-29T08:07:15Z,2016-02-29T08:07:15Z,
https://api.github.com/repos/shivamgulati1991/CSC510-SE-group-i/issues/21,135911212,21,Setup meetup API token,nishtha02,11819791,closed,nishtha02,11819791,1594446,4,3,2016-02-24T00:27:42Z,2016-02-29T01:09:49Z,2016-02-29T01:09:49Z,
https://api.github.com/repos/shivamgulati1991/CSC510-SE-group-i/issues/20,135177662,20,FB token call error,shivamgulati1991,14206806,closed,shivamgulati1991,14206806,1594446,4,2,2016-02-21T08:09:17Z,2016-02-29T07:58:14Z,2016-02-29T07:58:14Z,
https://api.github.com/repos/shivamgulati1991/CSC510-SE-group-i/issues/19,135038284,19,Meetup API calls for Android,shivamgulati1991,14206806,closed,nishtha02,11819791,1594446,4,2,2016-02-20T06:06:33Z,2016-02-29T07:57:51Z,2016-02-29T07:57:51Z,
https://api.github.com/repos/shivamgulati1991/CSC510-SE-group-i/issues/18,135036033,18,Create Facebook Graph API ID for Android,shivamgulati1991,14206806,closed,shifalijain,13879303,1594446,4,2,2016-02-20T05:32:49Z,2016-02-28T04:09:56Z,2016-02-28T04:09:56Z,Setup token for Android app
https://api.github.com/repos/shivamgulati1991/CSC510-SE-group-i/issues/17,135035955,17,Creation of App ID for web app,shivamgulati1991,14206806,closed,shivamgulati1991,14206806,1594446,4,1,2016-02-20T05:31:16Z,2016-02-29T01:10:05Z,2016-02-29T01:10:05Z,New Facebook developer API token for web app setup
https://api.github.com/repos/shivamgulati1991/CSC510-SE-group-i/issues/16,135035878,16,Google script calling error,shivamgulati1991,14206806,closed,shivamgulati1991,14206806,1564280,2,1,2016-02-20T05:29:43Z,2016-02-28T01:49:39Z,2016-02-28T01:49:39Z,Submit button not taking calls to google script function
https://api.github.com/repos/shivamgulati1991/CSC510-SE-group-i/issues/15,135035702,15,Basic appointment extraction in GS from Google calendar,shivamgulati1991,14206806,closed,shivamgulati1991,14206806,1564280,2,2,2016-02-20T05:26:58Z,2016-02-28T01:58:21Z,2016-02-28T01:58:21Z,
https://api.github.com/repos/shivamgulati1991/CSC510-SE-group-i/issues/14,132030938,14,Google Script development,shivamgulati1991,14206806,closed,shivamgulati1991,14206806,1564280,2,4,2016-02-08T01:04:26Z,2016-02-29T22:16:32Z,2016-02-29T22:16:32Z,
https://api.github.com/repos/shivamgulati1991/CSC510-SE-group-i/issues/13,132030917,13,Starting Android implementation,shivamgulati1991,14206806,closed,nishtha02,11819791,1564280,2,2,2016-02-08T01:03:48Z,2016-02-29T22:33:55Z,2016-02-29T22:33:55Z,
https://api.github.com/repos/shivamgulati1991/CSC510-SE-group-i/issues/12,131520184,12,Collecting data for April,shifalijain,13879303,closed,,,1564281,3,1,2016-02-05T00:47:36Z,2016-04-06T01:47:59Z,2016-04-06T01:47:59Z,
https://api.github.com/repos/shivamgulati1991/CSC510-SE-group-i/issues/11,131520144,11,Implementation of the telemetry (data collection) required to compare the usability of three proposed solutions ,nishtha02,11819791,closed,nishtha02,11819791,1564281,3,1,2016-02-05T00:47:19Z,2016-04-06T01:50:12Z,2016-04-06T01:50:12Z,
https://api.github.com/repos/shivamgulati1991/CSC510-SE-group-i/issues/10,131520070,10,Setting up Android SDK for solution 1 and 2,priysha,16611558,closed,shifalijain,13879303,1564280,2,1,2016-02-05T00:46:45Z,2016-02-20T05:28:40Z,2016-02-20T05:28:40Z,
https://api.github.com/repos/shivamgulati1991/CSC510-SE-group-i/issues/9,131519417,9,Setting up project environment,priysha,16611558,closed,shifalijain,13879303,1564280,2,1,2016-02-05T00:42:31Z,2016-02-08T01:01:59Z,2016-02-08T01:01:59Z,
https://api.github.com/repos/shivamgulati1991/CSC510-SE-group-i/issues/8,131454400,8,Solution decision,shivamgulati1991,14206806,closed,shivamgulati1991,14206806,1564280,2,1,2016-02-04T19:42:27Z,2016-02-28T01:50:09Z,2016-02-28T01:50:09Z,Decide 3 different solutions to implement
https://api.github.com/repos/shivamgulati1991/CSC510-SE-group-i/issues/7,131453931,7,Solution alternatives discussion,shivamgulati1991,14206806,closed,shivamgulati1991,14206806,1564280,2,2,2016-02-04T19:40:28Z,2016-02-28T01:50:19Z,2016-02-28T01:50:19Z,Decide all the ways to implement the solutions
https://api.github.com/repos/shivamgulati1991/CSC510-SE-group-i/issues/6,130389314,6,feedback- no grade yet,timm,29195,closed,,,,,1,2016-02-01T15:22:09Z,2016-02-02T02:14:10Z,2016-02-02T02:14:10Z,"Strengths:+ Nicely done.+ 74 respondents in your survey? Well done.+ Good use of graphics.+ Finished before deadline! Not-so-strong points:+ References should be inline with the names of the people being referenced.To make references:+ create a `myrefs.bib` file.+ add `\bibliographystyle{plain} \bibliography{myrefs} \end{document}` to the _end_ of your file.+ Place some bibtex entries in your `myrefs.bib` file.     + Pro tip: If you got to many on-line bibliography servers, there is often a ""bibtext"" button; e.g        right-hand-side, yellow box, see ""export formats"" with ""bibtex"" underneath![image](https://cloud.githubusercontent.com/assets/29195/12721290/1499f4ee-c8cd-11e5-9506-6f0a52814631.png)Bibtext entries have labels. For example, the following entry has the label `mh:icse:09`.```@inproceedings{mh:icse:09,  author    = {Emerson R. Murphy{-}Hill and               Chris Parnin and               Andrew P. Black},  title     = {How we refactor, and how we know it},  booktitle = {31st International Conference on Software Engineering, {ICSE} 2009,               May 16-24, 2009, Vancouver, Canada, Proceedings},  pages     = {287--297},  year      = {2009},   url       = {http://dx.doi.org/10.1109/ICSE.2009.5070529},  doi       = {10.1109/ICSE.2009.5070529}, }```To insert this into the article somewhere in the body text, use `\cite{mh:icse:09}`."
https://api.github.com/repos/shivamgulati1991/CSC510-SE-group-i/issues/5,130316485,5,Submit Report,shivamgulati1991,14206806,closed,shivamgulati1991,14206806,1513803,1,1,2016-02-01T10:06:19Z,2016-02-01T10:23:24Z,2016-02-01T10:23:15Z,
https://api.github.com/repos/shivamgulati1991/CSC510-SE-group-i/issues/4,127328129,4,Report,shivamgulati1991,14206806,closed,,,1513803,1,1,2016-01-18T23:05:16Z,2016-02-01T10:04:59Z,2016-02-01T10:04:53Z,"Analysis, draw conclusions and incorporate them in the report"
https://api.github.com/repos/shivamgulati1991/CSC510-SE-group-i/issues/3,127327868,3,Issues with the chosen problem,shivamgulati1991,14206806,closed,,,1513803,1,1,2016-01-18T23:03:14Z,2016-02-01T10:05:33Z,2016-02-01T10:05:08Z,Create survey asking users how they face issues with personal management of time and information in day-to-day tasks. Look for research papers regarding the same for a combined study
https://api.github.com/repos/shivamgulati1991/CSC510-SE-group-i/issues/2,126269232,2,Categories for personal information management,shivamgulati1991,14206806,closed,,,1513803,1,1,2016-01-12T20:31:42Z,2016-02-01T10:05:45Z,2016-02-01T10:05:45Z,
https://api.github.com/repos/shivamgulati1991/CSC510-SE-group-i/issues/1,126269004,1,Identify a problem category,shivamgulati1991,14206806,closed,shivamgulati1991,14206806,1513803,1,1,2016-01-12T20:30:28Z,2016-01-24T03:21:23Z,2016-01-18T22:59:52Z,The first task is to identify an problem category to work on.
